id,label,number_corners,length_width_ratio,ratio_of_areas,ratio_of_areas,solidity
1,Acer_platanoides,43,1.41716135996,0.411446603143,60.2150476426,0.502007098783
2,Acer_platanoides,45,1.63001240182,0.413749600199,84.7410799957,0.930402930403
3,Acer_platanoides,32,1.49565217391,0.40588903246,66.0908153543,1.0
4,Acer_platanoides,33,1.6788863109,0.405450000494,77.0350060764,0.934426229508
5,Acer_platanoides,39,1.48706707584,0.41012295082,79.2740983607,0.914285714286
6,Acer_platanoides,28,1.61773255814,0.405800423131,54.0016925247,0.495595846735
7,Acer_platanoides,39,1.47637195122,0.398505878347,50.8991568027,0.805825242718
8,Acer_platanoides,47,1.42456768038,0.411011094268,53.745529426,1.0
9,Acer_platanoides,44,1.41654571843,0.412497820148,70.3618671162,1.0
10,Acer_platanoides,37,1.7681678608,0.408783592485,76.4551930329,0.439399222174
11,Acer_platanoides,48,1.71742881795,0.404887502363,87.2372660238,1.0
12,Acer_platanoides,28,1.57571099154,0.405886894422,51.4775139934,0.97619047619
13,Acer_platanoides,19,1.71197007481,0.403839915837,86.8830403717,0.801020408163
14,Ilex_Aquifolium,24,1.65346534653,0.403736043516,19.3152018322,0.951738897806
15,Ilex_Aquifolium,16,1.66578249337,0.402214313958,18.7232898379,0.955859295974
16,Ilex_Aquifolium,29,1.63386727689,0.417621145374,21.1465943748,0.914710818949
17,Ilex_Aquifolium,30,1.68723404255,0.414010015879,22.762306095,1.0
18,Ilex_Aquifolium,34,1.5487804878,0.408062286255,18.9441897693,1.0
19,Ilex_Aquifolium,18,1.80487804878,0.405368298208,20.8278986751,0.951926539995
20,Ilex_Aquifolium,19,1.45623342175,0.409621380846,18.4385746102,0.948505841151
21,Ilex_Aquifolium,23,1.62820512821,0.405776118266,18.8714470776,1.0
22,Ilex_Aquifolium,18,1.54395604396,0.406658637302,17.5987611838,1.0
23,Ilex_Aquifolium,18,1.66046511628,0.413857677903,21.2942155639,0.946209381879
24,Ilex_Aquifolium,23,1.76072234763,0.412971457696,22.0145259939,0.932670899645
25,Ilex_Aquifolium,21,1.79743589744,0.410852158993,19.5446096654,0.927350798207
26,Ilex_Aquifolium,13,1.78167115903,0.408730464239,18.8798983755,0.946013761805
27,Ilex_Aquifolium,27,1.63865546218,0.408155790245,22.6652829498,1.0
28,Ilex_Aquifolium,21,1.67032967033,0.401955239557,17.8809081361,0.929565751889
29,Ilex_Aquifolium,27,1.46572580645,0.414361086089,23.2011324154,1.0
30,Acer_Circinatum,85,1.14933837429,0.40139914877,15.7346509466,1.0
31,Acer_Circinatum,71,1.12215320911,0.403462634232,14.3428665352,1.0
32,Acer_Circinatum,79,1.11729622266,0.404904690512,15.1363246948,1.0
33,Acer_Circinatum,80,1.10337972167,0.403346797461,14.6443371977,1.0
34,Acer_Circinatum,78,1.14906832298,0.405393649413,14.5750869943,1.0
35,Acer_Circinatum,75,1.0632183908,0.400143127332,14.8090783622,1.0
36,Acer_Circinatum,99,1.15705765408,0.404704014291,14.5261747631,1.0
37,Acer_Circinatum,65,1.12325581395,0.40039111784,13.1018168055,0.952380952381
38,Acer_Circinatum,87,1.18470149254,0.40195522811,16.0744309058,1.0
39,Acer_Circinatum,79,1.09003831418,0.405479021528,15.5580116285,1.0
40,Acer_Circinatum,66,1.06156716418,0.411900724526,15.6715482247,1.0
41,Acer_Circinatum,78,1.13306451613,0.403635975902,14.8612251426,1.0
42,Acer_Circinatum,83,1.15705765408,0.403318343929,15.131338192,1.0
43,Acer_Circinatum,74,1.17391304348,0.406059713219,16.1318503241,1.0
44,Acer_Circinatum,100,1.10393700787,0.413844497806,18.4290386685,1.0
45,Acer_Circinatum,70,1.14928425358,0.407532539463,15.2211575741,1.0
46,Olea_Europaea,6,2.71084337349,0.377428902329,9.612662463,0.979265532598
47,Olea_Europaea,6,2.62569832402,0.373731197261,10.2886144063,0.985758313058
48,Olea_Europaea,6,2.10344827586,0.388743112044,11.3724744162,0.981220031966
49,Olea_Europaea,6,2.6179245283,0.385606215498,12.0282150889,0.966632180902
50,Olea_Europaea,6,2.88268156425,0.374635895138,10.3477481515,0.97184800021
51,Olea_Europaea,6,2.67973856209,0.371464932127,8.87019230769,0.971192684984
52,Olea_Europaea,7,2.59677419355,0.375224847104,10.7732342007,0.971060550233
53,Olea_Europaea,7,2.52601156069,0.384391534392,10.0001322751,0.978785468046
54,Olea_Europaea,6,2.94578313253,0.373991457048,9.6314665401,0.978505392912
55,Olea_Europaea,6,2.62903225806,0.38259038259,10.6416286416,0.977321277032
56,Olea_Europaea,6,2.65921787709,0.375669751583,10.3755479786,0.971460530521
57,Olea_Europaea,5,1.88775510204,0.379560961139,10.7564520914,0.971752872888
58,Olea_Europaea,6,2.81005586592,0.382231404959,10.334825528,0.976563388289
59,Olea_Europaea,6,2.94578313253,0.372980734713,9.71329424435,0.975583482944
60,Olea_Europaea,6,2.8064516129,0.374072844016,10.7485885088,0.967993851646
61,Olea_Europaea,5,2.91194968553,0.375063227112,9.30918057663,0.974916582281
62,Liquidambar_Styraciflua,26,1.13982642237,0.415346196153,36.4400511342,1.0
63,Liquidambar_Styraciflua,19,1.34930643127,0.41366918904,29.3186137314,0.530183613004
64,Liquidambar_Styraciflua,13,1.17554479419,0.413790611109,28.9850746269,1.0
65,Liquidambar_Styraciflua,56,1.19979818365,0.417358239196,32.7041827417,0.527821434828
66,Liquidambar_Styraciflua,17,1.1500630517,0.407741190064,27.8534950895,0.563963299305
67,Liquidambar_Styraciflua,15,1.19727047146,0.404442301988,28.8412192228,0.511897369469
68,Liquidambar_Styraciflua,15,1.13445378151,0.409409519615,28.8885830673,0.538337604036
69,Liquidambar_Styraciflua,22,1.15881809788,0.418351564917,38.220663086,0.501114589613
70,Liquidambar_Styraciflua,19,1.20210727969,0.41566950776,36.3758016602,0.481243945139
71,Liquidambar_Styraciflua,17,1.15384615385,0.419676463522,27.18006727,0.518468727921
72,Liquidambar_Styraciflua,17,1.18857142857,0.420642675675,36.5839358999,0.496759644511
73,Liquidambar_Styraciflua,13,1.25814863103,0.414251164134,26.7175035195,0.506969496295
74,Liquidambar_Styraciflua,20,1.14603174603,0.415732805977,32.1259063942,0.520926395029
75,Liquidambar_Styraciflua,19,1.30033370412,0.40826095226,33.3142395232,0.550836440656
76,Liquidambar_Styraciflua,25,1.25508130081,0.407869920558,34.7270960736,0.477186205983
77,Liquidambar_Styraciflua,16,1.09454949944,0.424743667607,31.6035868672,0.486384255808
78,Sorbus aucuparia,100,1.89858965749,0.425903214467,32.8821075655,1.0
79,Sorbus aucuparia,100,1.53195739015,0.421385524691,28.6497227127,1.0
80,Sorbus aucuparia,100,1.91672218521,0.422494455592,30.4036117858,1.0
81,Sorbus aucuparia,100,1.74968789014,0.42362447095,29.7886853034,0.986666666667
82,Sorbus aucuparia,100,1.89053055742,0.419063072575,32.5419629825,1.0
83,Sorbus aucuparia,100,1.66810079902,0.426622909686,33.7791496458,1.0
84,Sorbus aucuparia,100,1.94111874387,0.427696093213,24.3113609225,0.826490804384
85,Sorbus aucuparia,100,1.67013129103,0.423162286393,33.8428195457,1.0
86,Sorbus aucuparia,100,1.70303030303,0.42318968394,33.430453592,1.0
87,Sorbus aucuparia,100,1.6724537037,0.42434868007,34.5382492686,1.0
88,Sorbus aucuparia,100,1.80633802817,0.434573917688,35.0139323742,0.952941176471
89,Sorbus aucuparia,100,1.89926124916,0.421746850427,32.3673259184,0.9
90,Sorbus aucuparia,100,1.84203901825,0.421267224393,31.7113120197,1.0
91,Quercus_Shumardii,34,1.11794871795,0.42448465775,21.4055074744,1.0
92,Quercus_Shumardii,30,1.18190757129,0.422184069256,29.560236011,1.0
93,Quercus_Shumardii,32,1.2091503268,0.423931530148,27.9524880672,0.547565187909
94,Quercus_Shumardii,31,1.16974169742,0.421589403974,25.6014238411,1.0
95,Quercus_Shumardii,32,1.18289473684,0.416164314334,24.6630328845,1.0
96,Quercus_Shumardii,25,1.06797116375,0.416057579646,28.0903587569,1.0
97,Quercus_Shumardii,35,1.29291716687,0.421285187569,26.2521507579,1.0
98,Quercus_Shumardii,22,1.25851197982,0.410510035249,28.4660815769,1.0
99,Quercus_Shumardii,39,1.38153503893,0.421664011763,27.3632643058,1.0
100,Quercus_Shumardii,32,1.38516405136,0.420089974715,22.3515253013,1.0
101,Quercus_Shumardii,34,1.20493562232,0.412119135327,29.887660984,1.0
102,Quercus_Shumardii,29,1.13349225268,0.420934314661,24.57084347,1.0
103,Quercus_Shumardii,32,1.29587155963,0.415325045853,28.6867157705,1.0
104,Quercus_Shumardii,37,1.22863741339,0.428702752393,24.9127778078,1.0
105,Quercus_Shumardii,32,1.29376854599,0.423978221683,21.621160284,1.0
106,Quercus_Shumardii,34,1.21732283465,0.419164396004,20.2648418793,0.541809534344
107,Tilia_Tomentosa,51,1.08240534521,0.398927054616,16.2591461143,1.0
108,Tilia_Tomentosa,52,1.14153132251,0.400994507941,15.7378655188,1.0
109,Tilia_Tomentosa,68,1.10538116592,0.395039409936,15.8997758334,1.0
110,Tilia_Tomentosa,52,1.0847826087,0.407152885539,16.9615015148,1.0
111,Tilia_Tomentosa,43,1.18764845606,0.400416056707,16.2185068187,1.0
112,Tilia_Tomentosa,54,1.01969365427,0.409249696233,16.172691373,1.0
113,Tilia_Tomentosa,51,1.25641025641,0.395756593488,17.0348460292,1.0
114,Tilia_Tomentosa,43,1.2265060241,0.40246628131,16.2801541426,0.943904857018
115,Tilia_Tomentosa,52,1.14449541284,0.407804878049,16.3275046904,1.0
116,Tilia_Tomentosa,34,1.30878859857,0.39573156985,17.4322537011,0.862745098039
117,Tilia_Tomentosa,60,1.05960264901,0.404511055053,16.1329574121,1.0
118,Tilia_Tomentosa,44,1.20045045045,0.399308307515,17.0510843721,1.0
119,Tilia_Tomentosa,46,1.17381489842,0.400103596271,17.0460263431,1.0
120,Tilia_Tomentosa,65,1.12107623318,0.396840419336,16.2347117065,1.0
121,Tilia_Tomentosa,43,1.20138888889,0.398431017576,16.9124236253,0.929682039902
122,Tilia_Tomentosa,41,1.20412844037,0.395920502092,17.1025104603,0.92894335057
123,Castanea_Sativa,60,2.24418604651,0.386770224278,18.1058556593,1.0
124,Castanea_Sativa,69,2.07862903226,0.381578947368,20.0854673998,1.0
125,Castanea_Sativa,85,2.42911877395,0.375225713254,21.7307199842,1.0
126,Castanea_Sativa,97,2.3908045977,0.375292915941,19.5714714895,1.0
127,Castanea_Sativa,85,2.24659863946,0.379333073673,23.2719537406,1.0
128,Castanea_Sativa,86,2.42435424354,0.375228873786,22.1018527139,1.0
129,Castanea_Sativa,98,2.33333333333,0.375651967757,21.2993421053,1.0
130,Castanea_Sativa,74,2.26362038664,0.38242734821,23.769849507,1.0
131,Castanea_Sativa,83,2.19253438114,0.376039050617,20.0928159598,1.0
132,Castanea_Sativa,67,2.12938596491,0.383345836459,18.4536134034,1.0
133,Castanea_Sativa,90,2.59611231102,0.370682364085,18.8276328699,1.0
134,Castanea_Sativa,85,2.49897750511,0.373694079829,20.0093088669,1.0
135,Castanea_Sativa,94,2.66386554622,0.377034174125,20.4627068077,1.0
136,Castanea_Sativa,71,1.98464912281,0.387626894888,18.7863613602,1.0
137,Castanea_Sativa,92,2.11591355599,0.383115601689,21.6360658326,1.0
138,Castanea_Sativa,72,2.19402985075,0.378873869226,21.6811474564,1.0
139,Ginkgo_Biloba,6,1.41766109785,0.387733669397,17.4253308129,1.0
140,Ginkgo_Biloba,7,1.33264033264,0.399313732086,20.7441969993,0.785724076799
141,Ginkgo_Biloba,8,1.48086124402,0.393171656957,17.5275707899,1.0
142,Ginkgo_Biloba,8,1.4976744186,0.399242211619,19.4302554028,0.885906040268
143,Ginkgo_Biloba,15,1.3781512605,0.397084161696,20.6929092114,0.790588618266
144,Ginkgo_Biloba,9,1.34243697479,0.398102671062,20.4645091839,0.804362674618
145,Ginkgo_Biloba,7,1.27586206897,0.399212489638,21.4214562034,0.801370926664
146,Ginkgo_Biloba,6,1.36281179138,0.393670107321,18.1175063231,0.818694316729
147,Ginkgo_Biloba,6,1.42237442922,0.397742912194,18.7774566474,0.823350084931
148,Ginkgo_Biloba,6,1.33705357143,0.402811648257,19.2477406398,0.824073245844
149,Ginkgo_Biloba,7,1.3426124197,0.397211370066,19.7230903947,0.798455365849
150,Ginkgo_Biloba,6,1.40134529148,0.399015115245,19.0650434307,0.82059535951
151,Ginkgo_Biloba,6,1.2306122449,0.401680444505,20.0210055563,0.819349663883
152,Ginkgo_Biloba,10,1.40582959641,0.389934561155,18.8654118599,0.817713569831
153,Ginkgo_Biloba,6,1.15789473684,0.407367499495,22.0696343188,0.813637468166
154,Ginkgo_Biloba,7,1.46135831382,0.395717138332,18.3466225986,0.849385942336
